Name,UIN,Status,Job Title,Department,Hire Year,Permissions,Permission last accessed,Last Recertification Date,Previous role,Access Risk level,Can be automatically recertified,Needs human review,Recertification Frequency 
Cameron Brown,138786944,Faculty,Assistant Professor,Computer Science,2022,Gradescope,04/11/2025 15:40:31,12/08/24 0:00:00,,0.44,yes,no,Bianually
Cameron Brown,138786944,Faculty,Assistant Professor,Computer Science,2022,CompSci Research Hub,04/15/2025 15:40:31,10/18/24 0:00:00,Associate Professor,0.77,yes,yes,Anually
Jamie Garcia,187923023,Staff,Building Manager,IT,2020,Building Access,04/20/2025 15:40:31,07/09/24 0:00:00,,0.69,no,yes,Bianually
Jamie Garcia,187923023,Staff,Building Manager,IT,2020,Maintenance System,04/14/2025 15:40:31,10/03/24 0:00:00,,0.87,yes,yes,Anually
Morgan Brown,182881820,Staff,Financial Aid Officer,Chemistry,2024,Financial Aid System,04/16/2025 15:40:31,12/21/24 0:00:00,,0.55,yes,yes,Bianually
Morgan Brown,182881820,Staff,Financial Aid Officer,Chemistry,2024,Student Financial Records,03/26/2025 15:40:31,12/24/24 0:00:00,,0.12,yes,no,Anually
Jamie Lee,179480972,Faculty,Professor,Biology,2024,Blackboard,04/10/2025 15:40:31,11/13/24 0:00:00,,0.36,no,yes,Anually
Jamie Lee,179480972,Faculty,Professor,Biology,2024,Gradescope,04/02/2025 15:40:31,10/15/24 0:00:00,Professor,0.6,yes,yes,Bianually
Jamie Lee,179480972,Faculty,Professor,Biology,2024,BioData Central,04/18/2025 15:40:31,11/17/24 0:00:00,,0.49,no,yes,Bianually
Jordan Martinez,110470345,Undergraduate Student,Lab Assistant,Chemistry,2024,Building Access,04/14/2025 15:40:31,07/11/24 0:00:00,,0.39,no,no,Bianually
Jordan Martinez,110470345,Undergraduate Student,Lab Assistant,Chemistry,2024,Lab Equipment Reservation,04/04/2025 15:40:31,12/22/24 0:00:00,,0.52,yes,no,Bianually
Jamie Johnson,155233500,Faculty,Professor,Library,2021,Blackboard,04/12/2025 15:40:31,09/05/24 0:00:00,Professor,0.26,yes,yes,Anually
Jamie Johnson,155233500,Faculty,Professor,Library,2021,Gradescope,03/30/2025 15:40:31,01/03/25 0:00:00,Assistant Professor,0.62,no,no,Anually
Jamie Johnson,155233500,Faculty,Professor,Library,2021,Library Research Vault,03/28/2025 15:40:31,07/28/24 0:00:00,,0.24,yes,no,Bianually
Jamie Lee,132366753,Undergraduate Student,Peer Tutor,Computer Science,2024,Gradescope,04/06/2025 15:40:31,01/11/25 0:00:00,,0.3,no,no,Bianually
Jamie Lee,132366753,Undergraduate Student,Peer Tutor,Computer Science,2024,Blackboard,04/05/2025 15:40:31,09/20/24 0:00:00,Peer Tutor,0.26,no,no,Bianually
Morgan Smith,164720839,Faculty,Assistant Professor,Finance,2018,Blackboard,04/18/2025 15:40:31,07/07/24 0:00:00,,0.47,yes,yes,Bianually
Morgan Smith,164720839,Faculty,Assistant Professor,Finance,2018,Gradescope,03/29/2025 15:40:31,08/16/24 0:00:00,,0.18,yes,no,Anually
Morgan Smith,164720839,Faculty,Assistant Professor,Finance,2018,EconoResearch Portal,04/14/2025 15:40:31,07/18/24 0:00:00,,0.82,no,yes,Bianually
Alex Lee,193085737,Graduate Student,Research Assistant,Finance,2018,EconoResearch Portal,04/06/2025 15:40:31,07/01/24 0:00:00,,0.24,no,no,Anually
Alex Lee,193085737,Graduate Student,Research Assistant,Finance,2018,GSuite,03/27/2025 15:40:31,07/05/24 0:00:00,Teaching Assistant,0.6,no,no,Bianually
Alex Martinez,126482414,Staff,HR Coordinator,Engineering,2024,HR Portal,03/22/2025 15:40:31,08/24/24 0:00:00,,0.14,yes,yes,Bianually
Alex Martinez,126482414,Staff,HR Coordinator,Engineering,2024,Employee Records Access,04/14/2025 15:40:31,10/15/24 0:00:00,,0.55,yes,no,Bianually
Casey Brown,136436663,Undergraduate Student,Peer Tutor,Library,2019,Gradescope,04/15/2025 15:40:31,07/05/24 0:00:00,,0.61,no,no,Bianually
Casey Brown,136436663,Undergraduate Student,Peer Tutor,Library,2019,Blackboard,04/14/2025 15:40:31,12/24/24 0:00:00,Peer Tutor,0.45,yes,yes,Anually
Cameron Garcia,140563403,Graduate Student,Teaching Assistant,Human Resources,2024,Gradescope,04/15/2025 15:40:31,12/22/24 0:00:00,,0.27,yes,yes,Bianually
Cameron Garcia,140563403,Graduate Student,Teaching Assistant,Human Resources,2024,Course Management System,04/02/2025 15:40:31,11/17/24 0:00:00,,0.76,yes,no,Anually
Cameron Lee,126140224,Staff,IT Support,Computer Science,2019,System Admin Portal,04/19/2025 15:40:31,10/04/24 0:00:00,,0.19,yes,no,Anually
Cameron Lee,126140224,Staff,IT Support,Computer Science,2019,Network Access,04/08/2025 15:40:31,12/21/24 0:00:00,HR Coordinator,0.11,yes,no,Bianually
Alex Smith,163386344,Undergraduate Student,Library Assistant,Computer Science,2024,Library System Access,04/13/2025 15:40:31,11/21/24 0:00:00,Peer Tutor,0.43,yes,yes,Bianually
Alex Smith,163386344,Undergraduate Student,Library Assistant,Computer Science,2024,GSuite,04/14/2025 15:40:31,07/06/24 0:00:00,Peer Tutor,0.53,no,yes,Anually
Taylor Smith,167797158,Undergraduate Student,Library Assistant,Mathematics,2022,Library System Access,04/07/2025 15:40:31,11/30/24 0:00:00,,0.52,yes,no,Anually
Taylor Smith,167797158,Undergraduate Student,Library Assistant,Mathematics,2022,GSuite,03/22/2025 15:40:31,09/30/24 0:00:00,,0.16,yes,yes,Bianually
Jordan Smith,125395059,Undergraduate Student,Library Assistant,Computer Science,2022,Library System Access,04/10/2025 15:40:31,10/07/24 0:00:00,,0.55,yes,no,Anually
Jordan Smith,125395059,Undergraduate Student,Library Assistant,Computer Science,2022,GSuite,03/31/2025 15:40:31,08/25/24 0:00:00,,0.77,no,no,Anually
Cameron Lee,113595692,Undergraduate Student,Peer Tutor,Biology,2024,Gradescope,03/27/2025 15:40:31,11/26/24 0:00:00,,0.3,yes,yes,Anually
Cameron Lee,113595692,Undergraduate Student,Peer Tutor,Biology,2024,Blackboard,04/18/2025 15:40:31,08/22/24 0:00:00,,0.26,no,no,Anually
Cameron Martinez,183215676,Undergraduate Student,Peer Tutor,Mathematics,2023,Gradescope,03/31/2025 15:40:31,09/28/24 0:00:00,,0.47,no,yes,Bianually
Cameron Martinez,183215676,Undergraduate Student,Peer Tutor,Mathematics,2023,Blackboard,03/27/2025 15:40:31,09/07/24 0:00:00,,0.43,yes,yes,Bianually
Jamie Garcia,110890934,Staff,HR Coordinator,Physics,2023,HR Portal,04/20/2025 15:40:31,08/06/24 0:00:00,Financial Aid Officer,0.54,yes,no,Anually
Jamie Garcia,110890934,Staff,HR Coordinator,Physics,2023,Employee Records Access,04/14/2025 15:40:31,10/15/24 0:00:00,,0.6,yes,no,Bianually
Jordan Johnson,186599877,Graduate Student,Research Assistant,Biology,2023,BioData Central,04/04/2025 15:40:31,07/31/24 0:00:00,,0.66,no,no,Bianually
Jordan Johnson,186599877,Graduate Student,Research Assistant,Biology,2023,GSuite,04/11/2025 15:40:31,08/12/24 0:00:00,,0.26,no,yes,Bianually
Jamie Smith,185921315,Faculty,Professor,Mathematics,2023,Blackboard,03/29/2025 15:40:31,08/02/24 0:00:00,Associate Professor,0.19,no,yes,Bianually
Jamie Smith,185921315,Faculty,Professor,Mathematics,2023,Gradescope,04/16/2025 15:40:31,08/15/24 0:00:00,Associate Professor,0.78,yes,no,Anually
Jamie Smith,185921315,Faculty,Professor,Mathematics,2023,MathNet Research DB,04/10/2025 15:40:31,09/30/24 0:00:00,Professor,0.25,no,yes,Anually
Jordan Smith,173795864,Undergraduate Student,Library Assistant,Human Resources,2021,Library System Access,04/16/2025 15:40:31,12/14/24 0:00:00,,0.59,yes,yes,Bianually
Jordan Smith,173795864,Undergraduate Student,Library Assistant,Human Resources,2021,GSuite,04/07/2025 15:40:31,09/23/24 0:00:00,,0.81,no,no,Anually
Alex Smith,119357264,Faculty,Associate Professor,Finance,2022,Blackboard,04/20/2025 15:40:31,11/28/24 0:00:00,,0.28,no,no,Bianually
Alex Smith,119357264,Faculty,Associate Professor,Finance,2022,Gradescope,04/19/2025 15:40:31,07/21/24 0:00:00,,0.22,no,yes,Anually
Alex Smith,119357264,Faculty,Associate Professor,Finance,2022,EconoResearch Portal,03/31/2025 15:40:31,09/24/24 0:00:00,,0.35,no,no,Anually
Taylor Martinez,149546588,Faculty,Associate Professor,Library,2022,Blackboard,03/25/2025 15:40:31,11/06/24 0:00:00,,0.31,yes,yes,Anually
Taylor Martinez,149546588,Faculty,Associate Professor,Library,2022,Gradescope,03/27/2025 15:40:31,12/20/24 0:00:00,Professor,0.84,no,yes,Anually
Taylor Martinez,149546588,Faculty,Associate Professor,Library,2022,Library Research Vault,04/18/2025 15:40:31,07/21/24 0:00:00,,0.54,yes,yes,Anually
Morgan Brown,170594040,Undergraduate Student,Lab Assistant,Physics,2021,Building Access,04/07/2025 15:40:31,07/11/24 0:00:00,,0.42,yes,no,Anually
Morgan Brown,170594040,Undergraduate Student,Lab Assistant,Physics,2021,Lab Equipment Reservation,03/31/2025 15:40:31,07/05/24 0:00:00,,0.4,yes,yes,Anually
Cameron Lee,198988046,Graduate Student,Teaching Assistant,Engineering,2023,Gradescope,04/18/2025 15:40:31,11/05/24 0:00:00,,0.74,yes,yes,Anually
Cameron Lee,198988046,Graduate Student,Teaching Assistant,Engineering,2023,Course Management System,03/24/2025 15:40:31,08/20/24 0:00:00,Teaching Assistant,0.34,no,yes,Bianually
Jordan Johnson,192971125,Staff,HR Coordinator,Computer Science,2020,HR Portal,04/08/2025 15:40:31,09/24/24 0:00:00,Building Manager,0.35,yes,no,Anually
Jordan Johnson,192971125,Staff,HR Coordinator,Computer Science,2020,Employee Records Access,04/04/2025 15:40:31,07/05/24 0:00:00,,0.81,no,no,Anually
Alex Garcia,115175724,Staff,Building Manager,Biology,2018,Building Access,04/08/2025 15:40:31,11/20/24 0:00:00,,0.75,yes,yes,Bianually
Alex Garcia,115175724,Staff,Building Manager,Biology,2018,Maintenance System,03/28/2025 15:40:31,10/02/24 0:00:00,IT Support,0.67,no,no,Anually
Jordan Smith,198015941,Faculty,Assistant Professor,Chemistry,2022,Blackboard,03/29/2025 15:40:31,08/07/24 0:00:00,,0.71,yes,yes,Bianually
Jordan Smith,198015941,Faculty,Assistant Professor,Chemistry,2022,Gradescope,03/23/2025 15:40:31,12/05/24 0:00:00,Professor,0.92,no,no,Anually
Jordan Smith,198015941,Faculty,Assistant Professor,Chemistry,2022,ChemResearch Archive,04/07/2025 15:40:31,10/11/24 0:00:00,,0.17,no,yes,Anually
Alex Garcia,173208865,Undergraduate Student,Lab Assistant,Finance,2020,Building Access,04/14/2025 15:40:31,07/04/24 0:00:00,,0.62,yes,no,Anually
Alex Garcia,173208865,Undergraduate Student,Lab Assistant,Finance,2020,Lab Equipment Reservation,03/23/2025 15:40:31,07/11/24 0:00:00,,0.29,no,no,Anually
Taylor Garcia,132685713,Undergraduate Student,Lab Assistant,Finance,2019,Building Access,03/30/2025 15:40:31,11/19/24 0:00:00,,0.36,yes,no,Bianually
Taylor Garcia,132685713,Undergraduate Student,Lab Assistant,Finance,2019,Lab Equipment Reservation,04/06/2025 15:40:31,11/26/24 0:00:00,,0.59,no,no,Anually
Alex Brown,123779505,Faculty,Associate Professor,IT,2019,Blackboard,03/28/2025 15:40:31,09/12/24 0:00:00,,0.6,yes,yes,Anually
Alex Brown,123779505,Faculty,Associate Professor,IT,2019,Gradescope,04/10/2025 15:40:31,07/12/24 0:00:00,Professor,0.18,yes,no,Anually
Alex Brown,123779505,Faculty,Associate Professor,IT,2019,Tech Infrastructure DB,03/23/2025 15:40:31,09/25/24 0:00:00,Professor,0.77,yes,no,Bianually
Casey Smith,174534746,Graduate Student,Research Assistant,Finance,2021,EconoResearch Portal,03/31/2025 15:40:31,07/16/24 0:00:00,,0.86,yes,yes,Bianually
Casey Smith,174534746,Graduate Student,Research Assistant,Finance,2021,GSuite,03/23/2025 15:40:31,07/15/24 0:00:00,Research Assistant,0.4,yes,yes,Bianually
Jordan Smith,198626302,Undergraduate Student,Peer Tutor,Human Resources,2020,Gradescope,03/31/2025 15:40:31,09/14/24 0:00:00,,0.51,yes,no,Bianually
Jordan Smith,198626302,Undergraduate Student,Peer Tutor,Human Resources,2020,Blackboard,04/04/2025 15:40:31,11/05/24 0:00:00,Library Assistant,0.53,yes,no,Anually
Cameron Brown,155526143,Staff,Financial Aid Officer,Computer Science,2023,Financial Aid System,04/03/2025 15:40:31,12/07/24 0:00:00,Financial Aid Officer,0.49,yes,no,Bianually
Cameron Brown,155526143,Staff,Financial Aid Officer,Computer Science,2023,Student Financial Records,04/04/2025 15:40:31,12/19/24 0:00:00,IT Support,0.47,yes,no,Bianually
Jamie Johnson,189626387,Staff,Building Manager,Computer Science,2019,Building Access,04/04/2025 15:40:31,07/15/24 0:00:00,,0.84,yes,no,Bianually
Jamie Johnson,189626387,Staff,Building Manager,Computer Science,2019,Maintenance System,04/01/2025 15:40:31,12/18/24 0:00:00,Financial Aid Officer,0.55,yes,yes,Anually
Jordan Smith,126780721,Undergraduate Student,Library Assistant,Finance,2018,Library System Access,04/13/2025 15:40:31,10/02/24 0:00:00,,0.54,no,yes,Anually
Jordan Smith,126780721,Undergraduate Student,Library Assistant,Finance,2018,GSuite,04/16/2025 15:40:31,10/25/24 0:00:00,,0.9,yes,no,Bianually
Morgan Brown,134811834,Graduate Student,Research Assistant,Biology,2019,BioData Central,03/24/2025 15:40:31,01/11/25 0:00:00,,0.23,yes,yes,Bianually
Morgan Brown,134811834,Graduate Student,Research Assistant,Biology,2019,GSuite,04/09/2025 15:40:31,12/17/24 0:00:00,Teaching Assistant,0.75,yes,no,Anually
Taylor Martinez,185612612,Graduate Student,Teaching Assistant,Chemistry,2022,Gradescope,04/02/2025 15:40:31,08/20/24 0:00:00,,0.58,no,no,Anually
Taylor Martinez,185612612,Graduate Student,Teaching Assistant,Chemistry,2022,Course Management System,03/29/2025 15:40:31,12/04/24 0:00:00,,0.39,no,no,Anually
Jordan Brown,130155480,Undergraduate Student,Lab Assistant,Library,2018,Building Access,04/02/2025 15:40:31,01/04/25 0:00:00,Library Assistant,0.1,yes,yes,Bianually
Jordan Brown,130155480,Undergraduate Student,Lab Assistant,Library,2018,Lab Equipment Reservation,03/31/2025 15:40:31,11/21/24 0:00:00,,0.39,no,yes,Anually
Taylor Garcia,176847231,Faculty,Associate Professor,Chemistry,2018,Blackboard,04/10/2025 15:40:31,10/09/24 0:00:00,,0.86,no,yes,Anually
Taylor Garcia,176847231,Faculty,Associate Professor,Chemistry,2018,Gradescope,04/07/2025 15:40:31,07/07/24 0:00:00,,0.39,no,no,Anually
Taylor Garcia,176847231,Faculty,Associate Professor,Chemistry,2018,ChemResearch Archive,04/13/2025 15:40:31,09/04/24 0:00:00,,0.65,yes,yes,Bianually
Jordan Brown,127913349,Graduate Student,Research Assistant,Computer Science,2024,CompSci Research Hub,03/29/2025 15:40:31,06/29/24 0:00:00,,0.42,no,no,Anually
Jordan Brown,127913349,Graduate Student,Research Assistant,Computer Science,2024,GSuite,04/11/2025 15:40:31,01/06/25 0:00:00,,0.39,yes,no,Bianually
Jordan Brown,134508697,Staff,IT Support,Mathematics,2018,System Admin Portal,04/15/2025 15:40:31,11/04/24 0:00:00,,0.45,no,no,Bianually
Jordan Brown,134508697,Staff,IT Support,Mathematics,2018,Network Access,04/14/2025 15:40:31,07/19/24 0:00:00,,0.88,no,no,Anually
Morgan Martinez,117223830,Graduate Student,Research Assistant,Chemistry,2020,ChemResearch Archive,04/09/2025 15:40:31,08/01/24 0:00:00,Teaching Assistant,0.45,yes,yes,Anually
Morgan Martinez,117223830,Graduate Student,Research Assistant,Chemistry,2020,GSuite,04/04/2025 15:40:31,12/29/24 0:00:00,,0.25,no,no,Anually
Casey Martinez,158113001,Undergraduate Student,Library Assistant,IT,2019,Library System Access,04/06/2025 15:40:31,08/29/24 0:00:00,,0.41,no,no,Bianually
Casey Martinez,158113001,Undergraduate Student,Library Assistant,IT,2019,GSuite,03/24/2025 15:40:31,12/06/24 0:00:00,,0.76,yes,yes,Anually
Cameron Martinez,143000527,Staff,Building Manager,Finance,2022,Building Access,04/01/2025 15:40:31,08/27/24 0:00:00,,0.67,yes,yes,Bianually
Cameron Martinez,143000527,Staff,Building Manager,Finance,2022,Maintenance System,04/18/2025 15:40:31,07/02/24 0:00:00,,0.54,yes,no,Anually
Jordan Johnson,176860634,Graduate Student,Teaching Assistant,Library,2022,Gradescope,04/14/2025 15:40:31,08/06/24 0:00:00,,0.33,no,no,Anually
Jordan Johnson,176860634,Graduate Student,Teaching Assistant,Library,2022,Course Management System,04/08/2025 15:40:31,07/17/24 0:00:00,,0.25,no,yes,Anually
Cameron Lee,115492115,Undergraduate Student,Peer Tutor,Mathematics,2018,Gradescope,03/22/2025 15:40:31,08/29/24 0:00:00,,0.66,yes,yes,Anually
Cameron Lee,115492115,Undergraduate Student,Peer Tutor,Mathematics,2018,Blackboard,04/11/2025 15:40:31,12/18/24 0:00:00,Lab Assistant,0.36,no,no,Anually
Jordan Garcia,188282842,Graduate Student,Research Assistant,Engineering,2020,EngiData Repository,04/08/2025 15:40:31,09/23/24 0:00:00,,0.68,no,no,Bianually
Jordan Garcia,188282842,Graduate Student,Research Assistant,Engineering,2020,GSuite,04/10/2025 15:40:31,08/30/24 0:00:00,,0.8,no,no,Anually
Alex Smith,154790614,Graduate Student,Research Assistant,Library,2019,Library Research Vault,03/27/2025 15:40:31,10/01/24 0:00:00,,0.1,no,yes,Anually
Alex Smith,154790614,Graduate Student,Research Assistant,Library,2019,GSuite,04/16/2025 15:40:31,09/03/24 0:00:00,Research Assistant,0.22,no,yes,Anually
Alex Martinez,105374448,Staff,Building Manager,Computer Science,2018,Building Access,03/29/2025 15:40:31,11/19/24 0:00:00,,0.61,yes,no,Bianually
Alex Martinez,105374448,Staff,Building Manager,Computer Science,2018,Maintenance System,04/19/2025 15:40:31,07/02/24 0:00:00,Building Manager,0.84,yes,no,Anually
Jordan Garcia,193432923,Graduate Student,Research Assistant,Biology,2020,BioData Central,04/07/2025 15:40:31,12/13/24 0:00:00,Teaching Assistant,0.97,yes,no,Bianually
Jordan Garcia,193432923,Graduate Student,Research Assistant,Biology,2020,GSuite,04/14/2025 15:40:31,07/26/24 0:00:00,,0.7,yes,yes,Bianually
Morgan Brown,143553789,Graduate Student,Research Assistant,Library,2018,Library Research Vault,04/20/2025 15:40:31,08/19/24 0:00:00,,0.15,no,yes,Anually
Morgan Brown,143553789,Graduate Student,Research Assistant,Library,2018,GSuite,03/28/2025 15:40:31,10/27/24 0:00:00,Teaching Assistant,0.02,no,yes,Anually
Taylor Martinez,134554852,Graduate Student,Teaching Assistant,IT,2024,Gradescope,04/08/2025 15:40:31,11/07/24 0:00:00,Research Assistant,0.3,no,no,Anually
Taylor Martinez,134554852,Graduate Student,Teaching Assistant,IT,2024,Course Management System,04/14/2025 15:40:31,09/12/24 0:00:00,,0.79,yes,yes,Anually
Alex Smith,133327971,Faculty,Professor,Finance,2018,Blackboard,03/31/2025 15:40:31,12/23/24 0:00:00,,0.16,yes,no,Bianually
Alex Smith,133327971,Faculty,Professor,Finance,2018,Gradescope,03/28/2025 15:40:31,07/05/24 0:00:00,Assistant Professor,0.11,no,no,Anually
Alex Smith,133327971,Faculty,Professor,Finance,2018,EconoResearch Portal,04/08/2025 15:40:31,12/13/24 0:00:00,,0.54,yes,no,Bianually
Taylor Martinez,144504079,Undergraduate Student,Peer Tutor,Human Resources,2024,Gradescope,04/02/2025 15:40:31,07/10/24 0:00:00,Peer Tutor,0.14,no,no,Anually
Taylor Martinez,144504079,Undergraduate Student,Peer Tutor,Human Resources,2024,Blackboard,03/29/2025 15:40:31,08/21/24 0:00:00,Library Assistant,0.78,no,no,Anually
Jordan Johnson,136648731,Undergraduate Student,Peer Tutor,Finance,2019,Gradescope,04/04/2025 15:40:31,10/16/24 0:00:00,,0.5,yes,no,Anually
Jordan Johnson,136648731,Undergraduate Student,Peer Tutor,Finance,2019,Blackboard,03/29/2025 15:40:31,12/20/24 0:00:00,Peer Tutor,0.47,yes,no,Anually
Casey Smith,143707494,Undergraduate Student,Library Assistant,Mathematics,2021,Library System Access,03/22/2025 15:40:31,07/01/24 0:00:00,,0.57,yes,yes,Bianually
Casey Smith,143707494,Undergraduate Student,Library Assistant,Mathematics,2021,GSuite,03/29/2025 15:40:31,07/28/24 0:00:00,Lab Assistant,0.81,no,no,Bianually
Jamie Smith,106313453,Undergraduate Student,Library Assistant,Human Resources,2022,Library System Access,04/06/2025 15:40:31,10/15/24 0:00:00,,0.2,yes,yes,Anually
Jamie Smith,106313453,Undergraduate Student,Library Assistant,Human Resources,2022,GSuite,04/02/2025 15:40:31,08/20/24 0:00:00,,0.48,no,no,Anually
Alex Martinez,170091000,Staff,Financial Aid Officer,Human Resources,2023,Financial Aid System,04/02/2025 15:40:31,08/27/24 0:00:00,,0.9,no,yes,Anually
Alex Martinez,170091000,Staff,Financial Aid Officer,Human Resources,2023,Student Financial Records,03/28/2025 15:40:31,08/18/24 0:00:00,,0.09,no,no,Bianually
Alex Brown,120800687,Undergraduate Student,Peer Tutor,Physics,2021,Gradescope,04/07/2025 15:40:31,07/23/24 0:00:00,,0.27,yes,yes,Anually
Alex Brown,120800687,Undergraduate Student,Peer Tutor,Physics,2021,Blackboard,04/06/2025 15:40:31,09/03/24 0:00:00,,0.07,no,no,Bianually
Casey Smith,139560146,Graduate Student,Teaching Assistant,Physics,2020,Gradescope,03/22/2025 15:40:31,09/22/24 0:00:00,,0.31,yes,yes,Bianually
Casey Smith,139560146,Graduate Student,Teaching Assistant,Physics,2020,Course Management System,04/10/2025 15:40:31,12/27/24 0:00:00,,0.95,no,no,Bianually
Cameron Smith,116346340,Undergraduate Student,Peer Tutor,Physics,2022,Gradescope,04/14/2025 15:40:31,11/15/24 0:00:00,,0.92,yes,yes,Bianually
